DistrictId,District,BlockId,Block,ClusterId,Cluster,SchoolId,School,SchoolCategory,SchoolManagement,TotalSchoolStudent,Class1_Boys,Class1_Girls,Class1_Transgender,Class1_Total,AsonDate
2404,MAHESANA,240402,KADI,2404020011,NAVAPURA (NA),24040209702,NANDASAN PRIMARY KANYA SCH,2,3,41,0,4,0,4,8/19/2026 12:26
2404,MAHESANA,240402,KADI,2404020011,NAVAPURA (NA),24040209701,NANDASAN PRIMARY KUMAR SCH,2,3,46,11,0,0,11,8/19/2026 12:26
2404,MAHESANA,240402,KADI,2404020002,DARAN,24040209801,NANDOLIA PRIMARY SCHOOL,2,3,13,0,0,0,0,8/19/2026 12:26
2404,MAHESANA,240402,KADI,2404020003,KADI KANYA SHALA - 4,24040209901,NANI KADI PRIMARY SCHOOL,2,3,28,1,2,0,3,8/19/2026 12:26
2404,MAHESANA,240402,KADI,2404020001,DANGARWA,24040210101,NAROLA PRIMARY SCHOOL,2,3,31,0,1,0,1,8/19/2026 12:26
2404,MAHESANA,240402,KADI,2404020005,KADI KUMAR SHALA - 3,24040210201,NARSIHNPURA PRIMARY SCHOOL,2,3,15,0,0,0,0,8/19/2026 12:26
2404,MAHESANA,240402,KADI,2404020011,NAVAPURA (NA),24040210301,NAVAPURA (NANDASAN) PRI SCH,2,3,32,1,1,0,2,8/19/2026 12:26
2404,MAHESANA,240402,KADI,2404020013,THOL,24040212506,OUR OWN HIGH SCHOOL,6,5,43,3,1,0,4,8/19/2026 12:26
2404,MAHESANA,240402,KADI,2404020006,KALYANPURA,24040210401,PALLI PRIMARY SCHOOL,2,3,8,0,0,0,0,8/19/2026 12:26
2404,MAHESANA,240402,KADI,2404020010,MEDHA,24040210601,PANTHODA PRIMARY SCHOOL,2,3,65,0,1,0,1,8/19/2026 12:26
2404,MAHESANA,240402,KADI,2404020005,KADI KUMAR SHALA - 3,24040210701,PIROJPUR PRIMARY SCHOOL,2,3,13,1,0,0,1,8/19/2026 12:26
2404,MAHESANA,240402,KADI,2404020008,KUNDAL,24040207501,PM SHRI  KUNDAL PRIMARY SCHOOL,2,3,96,8,9,0,17,8/19/2026 12:26
2404,MAHESANA,240402,KADI,2404020007,KARANNAGAR,24040200201,PM SHRI ACHARASAN PRIMARY SCHOOL GOG,2,3,38,2,2,0,4,8/19/2026 12:26
2404,MAHESANA,240402,KADI,2404020007,KARANNAGAR,24040204901,PM SHRI INDRAD PRIMARY SCHOOL GOG,2,3,125,1,8,0,9,8/19/2026 12:26
2404,MAHESANA,240402,KADI,2404020004,KADI KUMAR SHALA - 2,24040205801,PM SHRI KADI PAY CENTER SCHOOL - 2,2,3,72,13,15,0,28,8/19/2026 12:26
2404,MAHESANA,240402,KADI,2404020004,KADI KUMAR SHALA - 2,24040206402,PRABHAVIT PRIMARY SCHOOL,2,5,20,11,4,0,15,8/19/2026 12:26
2404,MAHESANA,240402,KADI,2404020005,KADI KUMAR SHALA - 3,24040206601,RAJIVNAGAR PRIMARY SCHOOL,2,3,32,0,2,0,2,8/19/2026 12:26
2404,MAHESANA,240402,KADI,2404020012,RAJPUR,24040210803,RAJPUR HIGHWAY PRI SCHOOL,2,3,30,3,2,0,5,8/19/2026 12:26
2404,MAHESANA,240402,KADI,2404020012,RAJPUR,24040210804,RAJPUR PRIMARY SCHOOL,2,3,147,7,11,0,18,8/19/2026 12:26
2404,MAHESANA,240402,KADI,2404020004,KADI KUMAR SHALA - 2,24040201303,RAMGADH (B) PRIMARY SCHOOL,1,3,12,1,1,0,2,8/19/2026 12:26
2404,MAHESANA,240402,KADI,2404020005,KADI KUMAR SHALA - 3,24040210901,RANCHHODPURA PRIMARY SCH,2,3,6,0,0,0,0,8/19/2026 12:26
