DistrictId,District,BlockId,Block,ClusterId,Cluster,SchoolId,School,SchoolCategory,SchoolManagement,TotalSchoolStudent,Class1_Boys,Class1_Girls,Class1_Transgender,Class1_Total,AsonDate
2404,MAHESANA,240402,KADI,2404020008,KUNDAL,24040212701,UNTAVA ANUPAM PRIMARY SCHOOL,2,3,57,0,3,0,3,8/19/2026 12:26
2404,MAHESANA,240402,KADI,2404020009,MEDA ADARAJ,24040212801,VADAVI PRIMARY SCHOOL,2,3,30,0,0,0,0,8/19/2026 12:26
2404,MAHESANA,240402,KADI,2404020011,NAVAPURA (NA),24040212901,VADPURA PRIMARY SCHOOL,2,3,7,1,0,0,1,8/19/2026 12:26
2404,MAHESANA,240402,KADI,2404020001,DANGARWA,24040213001,VADU PRIMARY SCHOOL,2,3,39,1,1,0,2,8/19/2026 12:26
2404,MAHESANA,240402,KADI,2404020006,KALYANPURA,24040213101,VAGHARODA PRIMARY SCHOOL,2,3,25,0,0,0,0,8/19/2026 12:26
2404,MAHESANA,240402,KADI,2404020006,KALYANPURA,24040213201,VALAVADI PRIMARY SCHOOL,1,3,4,0,0,0,0,8/19/2026 12:26
2404,MAHESANA,240402,KADI,2404020009,MEDA ADARAJ,24040213302,VAMAJ PRIMARY SCHOOL,1,3,43,2,2,0,4,8/19/2026 12:26
2404,MAHESANA,240402,KADI,2404020009,MEDA ADARAJ,24040213401,VANASOL PRIMARY SCHOOL,2,3,37,0,0,0,0,8/19/2026 12:26
2404,MAHESANA,240402,KADI,2404020006,KALYANPURA,24040213501,VARKHADIYA PRIMARY SCHOOL,2,3,35,0,0,0,0,8/19/2026 12:26
2404,MAHESANA,240402,KADI,2404020006,KALYANPURA,24040213601,VEKRA ANUPAM PRI SCHOOL,2,3,33,0,0,0,0,8/19/2026 12:26
2404,MAHESANA,240402,KADI,2404020003,KADI KANYA SHALA - 4,24040213701,VIDAJ PRIMARY SCHOOL,2,3,56,1,0,0,1,8/19/2026 12:26
2404,MAHESANA,240402,KADI,2404020001,DANGARWA,24040204604,VIDYA VIHAR (PRI. SECT.),2,5,41,2,2,0,4,8/19/2026 12:26
2404,MAHESANA,240402,KADI,2404020014,VISATPURA,24040214001,VISATPURA PAY CENTER SCHOOL,2,3,18,0,1,0,1,8/19/2026 12:26
2404,MAHESANA,240402,KADI,2404020008,KUNDAL,24040213901,VISHALPUR PRIMARY SCHOOL,2,3,25,0,0,0,0,8/19/2026 12:26
2404,MAHESANA,240402,KADI,2404020010,MEDHA,24040214101,YASHVANTPURA PRI SCHOOL,1,3,6,0,0,0,0,8/19/2026 12:26
2404,MAHESANA,240402,KADI,2404020013,THOL,24040214201,ZALODA PRIMARY SCHOOL,2,3,50,1,1,0,2,8/19/2026 12:26
2404,MAHESANA,240402,KADI,2404020012,RAJPUR,24040214301,ZULASAN PRIMARY SCHOOL,2,3,60,0,0,0,0,8/19/2026 12:26
